1,900
1,900
2,000
2,400
2,400
1,800
1,800
2,100
1,400
1,650
1,650
1,400
2,000
1,200
2,200
1,800
2,000
2,000
1,800
1,400
1,800
2,000
2,000
1,650
2,200
1,650
1,900
1,900
1,650
1,700
1,400
1,000
1,000
1,700
1,500
1,500
1,000
1,000
2,000
1,300
1,200
2,000
1,500
1,500
2,000
2,500
1,900
1,900
2,400
2,000
1,900
1,500
1,500
2,200
2,200
1,600
1,600
1,500
1,900
1,500
1,500
1,500
1,500
1,500
2,200
2,200
2,200
2,000
1,000
2,500
1,000
1,000
2,500
1,200
1,000
1,400
2,400
1,650
1,600
1,600
2,200
1,400
2,000
2,500
2,500
1,600
1,500
2,000
1,300
1,800
2,000
2,000
1,600
2,300
1,500
1,400
1,400
2,300
1,500
1,500
1,200
1,200
2,900
1,500
1,500
1,700
2,000
2,200
2,500
2,500
1,500
2,000
2,000
2,500
2,700
2,700
2,500
2,500
2,000
2,000
2,500
1,500
2,200
2,500
2,500
1,500
2,700
2,900
1,500
1,500
1,800
1,500
1,200
2,900
2,300
2,300
2,300
2,300
2,300
2,300
2,300
1,800
1,800
1,650
1,650
1,400
1,650
1,500
1,400
1,400
1,200
1,400
1,500
1,600
1,600
1,600
1,700
1,600
2,000
2,200
1,800
2,200
1,600
1,300
2,200
2,000
1,800
1,400
1,900
2,000
850
1,500
3,400
2,000
1,800
2,100
2,000
2,200
2,400
2,900
3,400
2,200
2,000
2,900
2,900
2,900
2,000
4,500
4,500
2,000
2,800
4,500
4,500
1,800
1,600
2,700
1,000
1,000
1,800
1,800
2,000
6,900
6,900
3,200
4,500
4,800
4,800
1,200
3,800
1,200
1,500
1,000
1,200
2,500
1,500
1,500
900
1,500
1,000
1,000
1,000
1,200
900
1,000
1,500
1,000
800
1,500
800
1,000
300
1,500
1,200
1,500
1,500
1,500
1,500
1,200
800
1,500
800
500
1,500
3,700
3,700
3,700
3,700
2,000
1,200
3,000
1,500
1,000
1,000
2,000
2,000
2,000
1,000
1,500
1,900
2,000
2,000
1,000
1,200
1,500
1,200
